Ignore,Key,Message
Y,メッセージ,
,msg1,"The garden is blanketed in snow. <br>Before my eyes, straw posts <br>stand silently side by side."
,msg2,"Crisp is the morning air—<br>perfect for training. <br>It clears the mind, <br>sharpening one’s senses."
,msg3,"After drawing in the freezing air, <br>I swing my great katana."
,msg4,"Upon hearing the straw posts <br>fall to the ground, <br>a slow breath escapes my lips."
,msg5,"I sheathed my blade and <br>examined the straw posts... <br>As I feared, every cut <br>was far from clean."
,msg6,"’Twas clear that my strikes <br>were losing their edge, <br>yet the cause eluded me."
,msg7-1,"With uncertainty clouding <br>my mind, I entered battle, <br>yet failed to fell the enemy..."
,msg7-2,exposing the Duke <br>to mortal danger.
,msg8,"Though the Duke told me <br>I needn’t fret, ’tis unacceptable <br>for me to go on like this."
,msg9,"The blade is my <br>only saving grace. <br>Beyond it, I have nothing."
,msg10,"If I am unable to <br>wield this katana, <br>then what purpose <br>do I even serve...?"
