Ignore,Key,Message
Y,メッセージ,
,msg1,"Meine Erinnerungen haben <br>tiefe, traumatische <br>Narben hinterlassen."
,msg2-1,Der Gestank von <br>versengtem Fleisch <br>und die Klänge von 
,msg2-2,Tod und Qual haben <br>gnadenlos meine <br>Freiheit eingeschränkt. 
,msg3,"Und jedes Mal, <br>wenn ich abdrücke, <br>kehren sie zurück."
,msg4,"Doch immerhin habe ich <br>etwas gefunden, das das <br>Leben wert macht."
,msg5,Für den Schlafmützen-<br>Beamten da drüben. <br>Für meine Kameraden <br>in der Truppe. 
,msg6-1,"Damit ich sie alle <br>beschützen kann, "
,msg6-2,muss ich meine <br>Vergangenheit überzwingen.
,msg7-1,Mit meiner neugefundener <br>Entschlossenheit tätschle <br>ich die Waffe in meinem Holster. 
,msg7-2,"Die einzige, mit der <br>ich mich wohlfühle. "
