Ignore,Key,Message
Y,メッセージ,
,msg1-1,Et le grand moment est arrivé. 
,msg1-2,Celui où j'ai dû fouler <br>le champ de bataille.
,msg2,"Situation, amis, ennemis... <br>Tout est différent maintenant."
,msg3-1,Sauf mes objectifs. 
,msg3-2,Je me tiens sur le champ <br>de bataille pour mes amis <br>qui croient 
,msg3-3,en moi et les personnes <br>que je dois protéger.
,msg4,Mais mon anxiété et mes <br>traumatismes sont toujours là.
,msg5-1,Serai-je vraiment capable <br>d'appuyer sur la gâchette <br>sans trembler le moment venu ? 
,msg5-2,Ne serai-je pas submergée <br>par la peur ?
,msg6-1,Ne vais-je pas être un poids <br>pour mes camarades ? 
,msg6-2,Voilà ce qui m'inquiétait <br>vraiment.
