Ignore,Key,Message
Y,メッセージ,
,msg1,جحافل من المخلوقات <br>الشريرة على مد البصر...
,msg2,الشعب يفر في حالة من الذعر... <br>الجنود يموتون واحدًا تلو الآخر...
,msg3,"ظهرت هذه المخلوقات الشيطانية من <br>العدم، وتهدد بتدمير المملكة."
,msg4,"هربت إلى مكان آمن. لكن في تلك اللحظة، <br>أدركت أن أوفيليا لا يمكن العثور عليها <br>في أي مكان."
,msg5,"وراودتني مشاعر محبطة بأن هناك <br>شيئًا فظيعًا سيحدث... <br>ومع ذلك، كان الأوان قد فات."
,msg6,وخيمت الأضواء التي تنذر بالشؤم <br>على كل الجحافل من المخلوقات <br>التي كانت تحاصر القصر.
,msg7,"لاحظت على الفور -<br>""هذا الضوء... إنها... إنها هي...!”"
,msg8,لقد تحولت إلى شيء لم يعد <br>من الممكن تمييزه كإنسان...
,msg9,كل ذلك لحمايتي... <br>كل ذلك لحماية هذه المدينة!
,msg10,”... أوفيليا”
,msg11,
,msg12,"كنت أعلم أن صوتي لن يصل إليها، <br>لكنني صرخت باسمها..."
,msg13,مرارًا...وتكرارًا ...
