Ignore,Key,Message
Y,メッセージ,
,msg1,لم أكن أنوي أن أكون حاكمة<br>بأي شكل من الأشكال.
,msg2,ولكن لم يكن لدي أي خيار <br>آخر سوى الإصرار على <br>المطالبة بالعرش.
,msg3,"وذلك لوضع حد لهذا الصراع <br>الطويل من أجل التاج، وإعادة السلام <br>إلى بلدي - مملكة فايد."
,msg4,
,msg5,"وكما يُروى في القصص القديمة، <br>صنع أجدادنا سلاحًا قويًا للإطاحة <br>بالطواغيت - ""السياف""."
,msg6,"استخدمت السيف لذبح العديد <br>من الأشقاء، واعتلاء العرش."
,msg7,"لو أنني قاتلت بمفردي، <br>كنت حتمًا سألقي حتفي في النهاية."
,msg8,"أنا مدينة بكل شيء لأوفيليا، <br>التي وقفت بجانبي طوال هذا الوقت..."
,msg9,"إنها أفضل حارسة ملكية في <br>هذه المملكة، وصديقتي <br>المقربة منذ الطفولة."
,msg10,"بالنسبة لي، لا أعتبر أي <br>أحد آخر سواها من العائلة."
,msg11,"لذلك أعطيت لها السياف، <br>وطلبت منها القيام بأشياء <br>لا يمكن تصورها."
,msg12,...وأخذت منها عهدًا بأن تقتلني.
