Ignore,Key,Message
Y,メッセージ,
,msg1,”أوفيليا!”
,msg2,وقفنا فوق هيكلها <br>محاطين بالبلورات.
,msg3,"لقد جن جنون أوفيليا تمامًا. <br>بينما نحن نتبارز بالسيوف، <br>صرخت عليها،"
,msg4,"“لقد أضعتك من بين يدي، <br>ولهذا أدركت في النهاية...!“"
,msg5,"إذا كان على الحاكم أن يسير <br>في طريقه بمفرده، فأنا لا <br>يليق بي أن أكون ملكة على الإطلاق!"
,msg6,"""والشيء الوحيد الذي كنت <br>أحتاجه حقًا لم يكن ذلك الوعد - <br>لقد كنت أنتِ!"""
,msg7,"لذا، أتوسل إليكِ... "
,msg8,عودي إليّ مرة أخرى...!
,msg9,نحن الاثنتان حلفاء في القتل.
,msg10,تصطدم سيوفنا في اشتباك مدوٍّ.
,msg11,"يسقط السياف من السماء، <br>ويوجه نصله إلى بلورة فوق <br>الهيكل، ويشقه إلى نصفين... "
,msg12,ووصلت المعركة إلى نهايتها.
,msg13,"بدأت أوفيليا في الانهيار وهي <br>فاقدة للوعي، لكنني أمسكت بها <br>قبل أن تصطدم بأرض الهيكل."
,msg14,"اختفت الأضواء التي تنذر بالشؤم، <br>وغمر ضوء الفجر الهيكل ببريقه <br>الدافئ."
,msg15,”...مرحبًا بعودتك مرة <br>أخرى يا أوفيليا.”
