Ignore,Key,Message
Y,メッセージ,
,msg1,...فالسياف ليس له سوى هدف <br>واحد فحسب-وهو الإطاحة بالطواغيت.
,msg2,"وبعد أن استوليت أنا وأوفيليا على <br>العرش، وصرحت لها."
,msg3,"""ليس لدي أدنى شك في أنني قد <br>أنجرف يومًا في طريق الاستبداد، <br>كما فعل أشقائي الملكيون قبلي. <br>وعندما يأتي ذلك الوقت...يا أوفيليا، <br>أريدك أن تقسمي لي... بأنكِ سوف <br>تأخذين السياف... وتقتلينني."""
,msg4,
,msg5,"...أنا أعرف أوفيليا جيدًا. <br>في حين أنها تتمتع بالولاء <br>والإخلاص الشديد، إلا أنها تمتلك قلبًا <br>رقيقًا-قلبًا سينفطر بكل تأكيد <br>من الثقل الهائل لهذا العهد."
,msg6,
,msg7,"فبعد تلطيخ هذا السيف بدمائي، <br>ستوجهه أوفيليا مباشرة نحوها بكل <br>تأكيد، وستطعن قلبها."
,msg8,"...أعلم أن هذه هي المأساة التي <br>تنتظرنا، ومع ذلك..."
,msg9,أنا أضعف من أن أعترف بمكنون <br>قلبي حقًا-وهو أن نموت أنا وأوفيليا معًا.
,msg10,
,msg11,يا له من أمر مثير للشفقة... <br>أنا لست سوى شخص جبان.
