Ignore,Key,Message
Y,メッセージ,
,msg1,"ارتجفت يدا أوفيليا فور <br>استلام سيفي، وحينها تحدثت  <br>دموع عينيها وهي تنهمر."
,msg2,"""لا يمكنني تحمل عبء هذا السيف  <br>وحدي يا جلالة الملكة. ولذلك...أرجو أن  <br>تسمحي لي بأن أتقدم بطلب واحد فحسب""."
,msg3,"«تمامًا كما طلبتِ مني،  <br>أرجو منكم أيضًا أن  <br>تنهي حياتي بيديكِ»."
,msg4,"وبعد أن تفوهت أوفيليا بكلماتها  <br>المقلقة، إذ بها تأخذ سيف الفارس  <br>الخاص بها، ""حامي القسم""، وتقدمه لي."
,msg5,"""إذا جاء اليوم الذي أقوم فيه  <br>بخيانة عهدي لك... أتوسل  <br>إليك يا صاحبة الجلالة.  <br>من فضلك، خذي هذا السيف، و...!"""
,msg6,"لكنني لم أعطِها فرصة لإنهاء كلامها،  <br>وسرعان ما أخذت سيفها بين يدي."
,msg7,"""...شكرا لك، أوفيليا."""
,msg8,وانهمرت دموعنا.  <br>كان وعدنا بإنهاء حياة بعضنا  <br>-بالنسبة لنا- عزاءنا الوحيد.
,msg9,"في هذا اليوم، تعهدنا أن نوحد  <br>مصائرنا وسيوفنا مع بعضهم... <br>وكأننا نربط حياتنا معًا بسلاسل."
