Ignore,Key,Message
Y,メッセージ,
,msg1-1,我被埃爾芙琳黛陛下收留，<br>不久後便成為她麾下的守護騎士。
,msg1-2,那是一支直屬於教皇接班人的部隊。
,msg2-1,可我身為魔女，<br>真的有資格追隨她嗎？
,msg2-2,如果因為我，<br>而給她招致不必要的麻煩……
,msg3,對此煩惱不已的我，<br>在某個日子裡，<br>隨埃爾芙琳黛陛下來到了<br>城裡的廣場。
,msg4-1,廣場上聚集了許多人，<br>有些人甚至衣衫襤褸……
,msg4-2,但是大家臉上，<br>都洋溢著幸福的笑容。
,msg5-1,「這是我想要守護的景象。<br>　但我還太不成熟，<br>　一個人實在力不從心。
,msg5-2,　妳是否願意助我一臂之力呢？」
,msg6-1,她難道是為了鼓勵我才……<br>啊，我明白了。
,msg6-2,在陛下的眼中，<br>我從來不是什麼魔女，<br>而是亞歷珊卓這個人。
,msg7,其他守護騎士也是如此。<br>他們不但沒有唾棄我這個魔女，<br>反而接納我成為他們的同伴。
,msg8,從那一天起，<br>我再也不曾輕賤自己。
