Ignore,Key,Message
Y,メッセージ,
,msg1-1,生活依然窮困，<br>但我們很幸福。
,msg1-2,直到弟弟病倒為止。
,msg2,有藥吃的話就能好起來，<br>可我實在拿不出這筆錢……
,msg3,只要有錢就能救他……<br>錢，只要有錢的話……
,msg4-1,「神啊，<br>　只要是我能拿出來的東西，<br>　我全都獻給您。
,msg4-2,　求求您，救救這孩子，<br>　發發慈悲吧！」
,msg5,『好啊，我幫妳。』
,msg6,腦海中響起一道聲音。  
,msg7,『我賜予妳將回憶<br>　化作財富的力量。<br>　獻上的回憶越珍貴，<br>　妳就能得到越多的財富。』
,msg8,我的祈願，<br>真的被神明聽見了嗎？<br>可要我獻上回憶，<br>是怎麼回事……
,msg9-1,那孩子第一次開口說話，<br>第一次陪我一起做飯……<br>每件事我都記在心裡。
,msg9-2,每一幕都是我最珍貴的回憶，<br>我不願失去它們……
,msg10,「姊、姊……」
,msg11,弟弟痛苦地叫著我。<br>我握住他的手，<br>發現那手冷得像冰……
,msg12,再這樣下去，<br>他恐怕連今天都……<br>我別無選擇……！
,msg13,當我下定決心後，<br>一道聖痕浮現在我的左手上。
,msg14,『來吧，在腦海中回想<br>　妳要獻上的回憶。』
,msg15-1,遵循著神明的引導，<br>我回想起小時候的情景。
,msg15-2,緊接著，無數的寶石<br>從我的掌心湧了出來……
,msg16,太神奇了……<br>有這些就能救活弟弟了。<br>神啊，謝謝您！
