Ignore,Key,Message
Y,メッセージ,
,msg1,「この役立たずのクズめ！」
,msg2,昔から私はいつも<br>両親に叱られていました。
,msg3,実際、私は何をやっても<br>失敗ばかりで、<br>迷惑をかけていたから当然です。
,msg4-1,「くそっ、くそっ！<br>　せっかく神官長にまで<br>　上り詰めたのに、
,msg4-2,　こいつのせいで<br>　全部終わりだ！」
,msg5,そんな時、<br>私は「妖精さん」と<br>遊んでいました。
,msg6,私にだけ見える小さな光で、<br>お願いするとピカピカ光ったり、<br>楽しそうに周りを飛んでくれたり。
,msg7,そうやって部屋の隅で<br>一人で遊んでいたんです。
,msg8-1,「また気持ち悪いこと、<br>　しやがってっ！
,msg8-2,　全部それのせいなんだぞっ、<br>　分かってんのかっ、<br>　この悪魔憑きがっ！
,msg8-3,　分かってるならさあ、頼むから、<br>　さっさとくたばってくれよっっ！！」
,msg9,妖精さんだけが私の友達で、<br>妖精さんだけが<br>私に優しくしてくれたんです。
