Ignore,Key,Message
Y,メッセージ,
,msg1-1,"나, 나락에 떨어진 동료들을<br>구해주러 가야 하는데..."
,msg1-2,"저 같은 게 가능할 리 없다고,<br>그런 생각이 들자 몸이 굳어서..."
,msg2-1,"동료들과 만난 뒤로 매일 즐거워서<br>조, 조금이나마 웃게 됐는데..."
,msg2-2,나도 조금은 도움이 될 수 있겠다고<br>생각하게 됐는데...
,msg3,어째서 나는 이 모양 이 꼴인 거지...
,msg4,이대로 가면 다들 죽을 거야...<br>귀네비어 언니도 다신 못 볼 테고...
,msg5,싫어...<br>그것만큼은 절대로 안 돼!
,msg6-1,적어도 지금은...<br>지금만큼은 도망쳐선 안 돼...!
,msg6-2,내가 나서지 않으면<br>정말 모두를 잃고 말 거야!
,msg7-1,"나, 나는...<br>실수만 하는 구제 불능이지만..."
,msg7-2,실은 뭐든지 가능한 천재라고<br>귀네비어 언니가 말했잖아!
,msg8,<i>그러니까... 할 수 있어!!</i>
,msg9,"가슴속에 뜨거운 무언가가 차오른다.<br>요정님이 동료들을 향해 날아갔고,<br>그러자...!"
,msg10,‘...대단한걸?<br> 메를랑이라면 해낼 줄 알았어.’
,msg11,배신자 일레인이<br>등 뒤에서 나타났어요.
