Ignore,Key,Message
Y,メッセージ,
,msg1-1,Wieviel Macht verleiht der <br>Baum des Lebens? 
,msg1-2,Wie lange hat eine <br>Homunkulus-Hexe zu leben? 
,msg1-3,"Alles Neuland für mich, <br>darum habe ich keine <br>Antwort darauf."
,msg2-1,Doch sicherlich 
,msg2-2,wird meine Zeit mit <br>A-lein kurz sein.
,msg3,Vielleicht noch zehn Jahre ... <br>oder bis morgen ...
,msg4-1,"Irgendwann <br>werde ich für meine <br>Sünden büßen müssen, "
,msg4-2,doch ich bereue nichts.
,msg5-1,Selbst wenn mir 
,msg5-2,der schmerzlichste <br>Abschied überhaupt <br>bevorsteht ... 
,msg5-3,Selbst wenn meine <br>Seele in Stücke zersplittert ...
,msg6-1,Ich werde sie für <br>Rest meines <br>Lebens nie vergessen ... 
,msg6-2,meine warmen <br>Erinnerungen mit A-lein.
