Ignore,Key,Message
Y,メッセージ,
,msg1,"""Profesor, 'langit' itu apa?"""
,msg2,A kecil menanyakan padaku <br>pertanyaan itu setelah aku <br>membiarkannya membaca buku.
,msg3-1,Dia tidak tau apa itu langit <br>karena dia tidak pernah <br>menginjakkan kakinya ke <br>luar laboraturium.
,msg3-2,"Aku menunjukkan beberapa <br>foto padanya, tapi itu hanya <br>menambah kebingungannya."
,msg4-1,Kata dan foto tak akan <br>cukup untuk bisa mewakili <br>seberapa indah dan birunya <br>langit itu.
,msg4-2,
,msg4-3,"Setelah memerhatikan koleksi <br>tinta biru, dia melihat ke atas <br>langit-langit laboratorium dan <br>bergumam dengan rasa ingin <br>tahu, ""langit di sini sangat putih..."""
,msg4-4,
,msg4-5,
,msg5,"""Aku yakin kau bisa melihat <br>langit yang asli suatu hari nanti."""
,msg6,"Dia menjawab <br>""Itu pasti menyenangkan"", <br>matanya yang tidak memiliki <br>perasaan bergetar sedikit."
,msg7,Apakah tidak ada cara <br>untuk menunjukkan <br>langit pada A kecil?
,msg8-1,"Jika aku mengetahui ada penyihir <br>yang bisa mengontrol cahaya, <br>aku akan pergi untuk meminta mereka <br>membuat langit untuk A kecil. "
,msg8-2,"Ketika aku mendapat kabar <br>bahwa ada sebuah buku yang <br>memuat foto-foto langit yang <br>indah, aku langsung membelinya."
,msg9-1,"Penelitianku tertinggal jauh di <br>belakang, dan aku meluangkan <br>banyak waktu khusus pada <br>""eksperimen"" ini."
,msg9-2,
,msg10-1,"Pada saat aku menyadarinya, <br>dia adalah satu-satunya <br>hal yang bisa aku pikirkan."
,msg10-2,
