Ignore,Key,Message
Y,メッセージ,
,msg1,"Sou mulher. Além disso,<br>tenho o porte bastante diminuto. "
,msg2,"Comparada a meus irmãos,<br>era natural que não me<br>depositassem esperança."
,msg3,Mas eu queria ser<br>reconhecida a qualquer custo.<br>Não tinha a ínfima<br>intenção de desistir.
,msg4,"Quando foi chegado o<br>momento de escolhermos<br>nossa primeira espada,"
,msg5,"elegi a maior das katanas,<br>sem hesitar."
,msg6,"Considerei que, caso fosse capaz<br>de usar uma lâmina tão grande<br>que sequer os homens<br>conseguiam manejar,"
,msg7,talvez então eles me elogiassem.
,msg8,"Apesar de mal conseguir<br>agitá-la devido ao peso,"
,msg9,fui acostumando-me<br>gradualmente a ela com o treino<br>incansável de todos os dias.
,msg10,"Antes que pudesse perceber,<br>além de conseguir desferir centenas<br>de golpes sem problemas,"
,msg11,já resistia também a<br>dias inteiros de treino.
,msg12,Foi ainda nessa época que<br>venci meus irmãos pel<br>primeira vez em um duelo.
,msg13,Aparentemente a arma<br>que eu escolhera era<br>apropriada para mim.
,msg14,"Conforme eu me assegurava disso,"
,msg15,"entretanto, meu pai e meus irmãos<br>deixaram de me dirigir a palavra."
,msg16,"Antes de muito tempo,<br>ordenaram-me que deixasse<br>a ilha para ir treinar como<br>guerreira no continente."
