Ignore,Key,Message
Y,メッセージ,
,msg1-1,Aku pulang ke rumah lalu <br>mendengar suara tertawa <br>dari dalam rumah.
,msg1-2,Ibu...tertawa?
,msg2-1,"Ketika aku jauh darinya, <br>kesehatan ibu membaik."
,msg2-2,Seorang pria yang tak ku <br>kenal sudah merawatnya.
,msg3,"Dia masih berpikir aku <br>adalah Urd, dan berpikir <br>bahwa Belldandy telah diaborsi."
,msg4,"Tapi tiba-tiba, <br>dia berkata padaku, <br>""Ayo kita berpisah. <br>Hiduplah seperti apa <br>yang kau mau."""
,msg5,"Sampai sekarang, aku percaya <br>aku mendukung ibuku dengan <br>jalanku sendiri."
,msg6,Semua yang pernah aku <br>lakukan untuknya... <br>Tidak ada...artinya...
,msg7-1,"Pada akhirnya, dia tidak <br>pernah lagi melihatku <br>sebagai Skuld."
,msg7-2,"Orang yang bernama <br>""Skuild"" ini... <br>Aku berpikir apakah dia <br>itu nyata atau tidak..."
