Ignore,Key,Message
Y,メッセージ,
,msg1,Моим первым господином<br>был глава дворянской<br>семьи средней руки.
,msg2-1,"Это был жадный и<br>заносчивый человек, но, "
,msg2-2,"раз я поступила к нему на службу,<br>я была обязана выполнять свой долг."
,msg3-1,Однако его люди больше<br>не могли терпеть его тиранию. 
,msg3-2,"Они подняли бунт,<br>и дворянин погиб в<br>последующем хаосе."
,msg4-1,Все это случилось в мое<br>отсутствие - мне было<br>sприказано вывезти его<br>дочь в безопасное место... 
,msg4-2,Ах... Нет мне прощения.<br>Я не смогла защитить<br>своего господина…
,msg5-1,Мой следующий господин был<br>сыном дворян высокого ранга. 
,msg5-2,"Я полностью посвятила<br>себя службе, дав себе клятву,<br>что трагедия не повторится... "
,msg5-3,Но я снова потерпела неудачу - 
,msg5-4,он погиб.
