Ignore,Key,Message
Y,メッセージ,
,msg1-1,"I refused her, saying,"
,msg1-2,“I am one who beckons death...<br>and I will surely bring disaster<br>your way.”
,msg2-1,"“You don’t die because you are<br>strong, and for that, I am alive.”"
,msg2-2,"Hearing her words, <br>I remembered who she was."
,msg3-1,It was her—the daughter<br>of my first lord.
,msg3-2,"Ah, I see...<br>There actually <i>was</i> someone<br>I was able to protect."
,msg4-1,"I only ever counted the number<br>of lives lost under my watch,<br>never considering anything else..."
,msg4-2,even though there certainly were<br>a number of lives I did save...
,msg5-1,If my sins are forgiven...
,msg5-2,I will take my oath as<br>a <ct=3000>knight</ct> once more.
,msg5-3,I will protect this child’s <br>future with my life.
,msg6-1,After spending the next<br>several years together...<br>a riot erupted in town.
,msg6-2,I escorted her to her carriage<br>in an effort to help her escape...
