Ignore,Key,Message
Y,メッセージ,
,msg1-1,Cô ấy leo vào bên trong xe...<br>và ngay khoảng khắc đó... 
,msg1-2,chiếc xe bốc cháy. 
,msg1-3,Tôi đã cảm nhận được<br>những mảnh gỗ và tia lửa...<br>sượt qua má mình.
,msg2-1,"Ngay lập tức, tôi thọc cánh<br>tay của mình vào ngọn lửa."
,msg2-2,“Tôi phải cứu cô ấy...<br>Tôi phải cứu... 
,msg2-3,cô gái với trái tim thiện lương<br>đã đặt trọn niềm tin vào tôi...!”
,msg3-1,Nhưng ngọn lửa bất diệt<br>đã nhấn chìm mọi thứ... 
,msg3-2,sức nóng của ngọn lửa ngăn cản<br>tôi đến gần đống đổ nát hơn nữa.
,msg4-1,“Không được mang cô ấy đi...! 
,msg4-2,"Nếu ta bị nguyền rủa với số<br>phận tử vong này, hãy mang ta đi. "
,msg4-3,"Ta có thể chết bao<br>nhiêu lần cũng được!<br>Vì vậy, làm ơn,<br>hãy tha cho cô ấy...!”"
,msg5,Ngọn lửa đủ nóng để đốt<br>cháy cánh tay của tôi...<br>nhưng điều đó chẳng là<br>gì so với băng giá dang<br>đóng băng trái tim tôi...
,msg6-1,"Khi ngọn lửa<br>hoàn toàn bình ổn, "
,msg6-2,trong vòng tay tôi là<br>những gì còn lại của cô ấy. 
,msg7-1,Mắt tôi tối sầm lại... 
,msg7-2,Nó cảm giác như thể<br>một phần của tôi... 
,msg7-3,biến mất...
