Ignore,Key,Message
Y,メッセージ,
,msg1,勇者大人，没有醒过来。
,msg2-1,真奇怪，明明都放进身体里了。
,msg2-2,我知道了，一定是<br>形状对不上吧。
,msg2-3,毕竟灵魂和身体之间的联系<br>是很精细且脆弱的，<br>我得帮他仔细调整一下。
,msg3,那么，就把勇者大人的灵魂<br>稍微修剪一下吧。
,msg4,「你知道那意味着什么吗？」
,msg5,为了拯救勇者大人，<br>所以修剪勇者大人的灵魂。<br>有哪里不对吗？
,msg6-1,「……我只能给你一句忠告：
,msg6-2,　灵魂的形状一旦改变<br>　就再也无法复原。
,msg6-3,　宝贵的东西就该好好珍惜。」
,msg7,多谢女王陛下赐教，<br>令在下受益匪浅。<br>那么事不宜迟，<br>我这就开始了。
,msg8,「——求求你……」
,msg9,嗯？<br>刚才那是，谁的声音？<br>感觉好怀念、好温暖……
,msg10,算了，得赶快修剪<br>勇者大人的灵魂才行。
,msg11-1,…………修剪？<br>修剪勇者大人的灵魂？
,msg11-2,为什么……？<br>我怎么可能做出<br>那么可怕的事……！
,msg11-3,我到底、在干什么……
,msg12,「好好感谢你的朋友吧。」
,msg13-1,「一颗为他人着想的真心<br>　有时会创造奇迹，
,msg13-2,　为人心带来温暖——<br>　就是这股如此微不足道的力量，
,msg13-3,　沿着一缕名为情谊的细线传来，<br>　将你残缺的灵魂复原了些许。」
,msg14,我什么时候……<br>什么时候开始、变得这样……<br>变成这种……！
,msg15,必须去掉。<br>这些感情必须尽快去掉……！
