Ignore,Key,Message
Y,メッセージ,
,msg1,What in the world did we just fight?
,msg2,"They looked human like us,<br>yet something was different about them..."
,msg3,"Those were shadows of the heart. When a heart falls into despair,<br>the negative emotions that overflow take the form of violent shadows. <br>It must be another effect of the Curse."
,msg4,(I’ve never done anything bad... <br>But just because I’m a witch... <i>Why</i>...?)
,msg5,Huh? Where did that voice come from...?
,msg6,"...A witch’s power comes from her heart. When you come <br>into contact with the Curse—or, the power of Qlipha—<br>you also come into contact with that witch’s heart."
,msg7,The Witch of Qlipha isn’t too far from here.<br>Perhaps the power of the Staff has helped you see something.
,name1,Iris
,name2,Illya
,name3,Rosalie
,name4,???
