Ignore,Key,Message
Y,メッセージ,
,msg1,สิ่งที่เราเพิ่งสู้ไปมันคืออะไรกัน
,msg2,พวกนั้นดูเหมือนมนุษย์แบบเรา<br> แต่ก็เหมือนมีอะไรที่ต่างออกไป...
,msg3,พวกนั้นคือเงาแห่งจิต เมื่อจิตจมสู่ความสิ้นหวัง<br> อารมณ์ด้านลบที่เอ่อล้นจะกลายเป็นเงาที่ก้าวร้าวรุนแรง <br>นี่จะต้องเป็นผลจากคำสาปเหมือนกันแน่ ๆ
,msg4,(ข้าไม่เคยทำเรื่องไม่ดีเลยสักครั้ง... <br>แต่แค่เพราะข้าเป็นแม่มด... <i>ทำไมกัน</i>...)
,msg5,หืม เสียงมาจากไหนกันนะ...
,msg6,...พลังของแม่มดมาจากหัวใจของนาง เมื่อเจ้า<br>สัมผัสกับคำสาป หรือพลังของคลิฟา <br>เจ้าก็จะสัมผัสได้ถึงหัวใจของแม่มดเช่นกัน
,msg7,แม่มดแห่งคลิฟาอยู่ไม่ไกลจากที่นี่ <br>บางทีพลังของไม้เท้าอาจช่วยให้เจ้ามองเห็นอะไรบางอย่าง
,name1,ไอริส
,name2,อิลลิยา
,name3,โรซาลี
,name4,???
