Ignore,Key,Message
Y,メッセージ,
,msg1,¿Con qué diablos peleamos?
,msg2,"Se veían humanos como nosotros,<br>sin embargo, algo era diferente en ellos..."
,msg3,"Eran sombras del corazón. Cuando un corazón cae en la desesperación,<br>las emociones negativas que se desbordan toman la forma de sombras violentas. <br>Debe ser otro efecto de la maldición."
,msg4,(Nunca he hecho nada malo... <br>Solo soy una bruja... ¿<i>Por qué</i>...?)
,msg5,¿De dónde salió esa voz...?
,msg6,"El poder de una bruja procede de su corazón. Cuando <br>entras en contacto con la maldición, o el poder de Qlipha, <br>también entras en contacto con el corazón de esa bruja."
,msg7,La bruja de Qlipha no está muy lejos de aquí.<br>Quizás el poder del bastón te haya ayudado a ver algo.
,name1,Iris
,name2,Illya
,name3,Rosalie
,name4,???
