Ignore,Key,Message
Y,メッセージ,
,msg1,С кем мы сейчас сражались?!
,msg2,"Они были похожи на людей, как мы,<br>но что-то с ними было не так..."
,msg3,"Это были тени сердца. Когда сердце погружается в отчаяние,<br>переполняющие его негативные эмоции принимают форму неистовых теней.<br>Должно быть, это очередное последствие Проклятия."
,msg4,"(Я никогда не делала зла...<br>Но только из-за того, что я ведьма... <i>Почему</i>...?)"
,msg5,А? Откуда доносился этот голос?..
,msg6,...Сила ведьмы идет из ее сердца. Когда ты вступаешь<br>в контакт с Проклятием - силой Клифа -<br>ты прикасаешься к сердцу ведьмы.
,msg7,"Ведьма Клифа где-то рядом.<br>Возможно, сила Посоха позволила тебе что-то увидеть."
,name1,Айрис
,name2,Иллия
,name3,Розали
,name4,???
