Ignore,Key,Message
Y,メッセージ,
,msg1,Ah...! I shouldn’t<br>have said that...!
,msg2,“Good idea.”
,msg3,Huh? Leader Lucille...<br>what did you just...
,msg4-1,"“Humans should live with humans, <br>and witches with witches. "
,msg4-2,Now come—let’s save witches <br>from the clutches of those humans <br>once and for all!”
,msg5-1,"With those words, <br>Leader Lucille wasn’t just <br><i>my</i> leader anymore. <br>She became everyone’s—"
,msg5-2,the leader of <i>all</i> witches.
,msg6-1,"But, Nebra opposed Leader Lucille <br>until the bitter end, <br>when their fighting finally led <br>them to cut ties completely... "
,msg6-2,I just couldn’t help but <br>feel like <i>I</i> was the one <br>who tore them apart...
,msg7-1,I still can’t forget the loneliness <br>in Nebra’s eyes that day... 
,msg7-2,"Years have passed since then, <br>but the sight only continues to <br>cast a shadow over my heart."
,msg8,Leader Lucille also bears <br>a dark expression on her face <br>more often than not...
,msg9,I <i>know</i> I can never be <br>a replacement for Nebra. <br>But...
,msg10,Am I really...not enough...?
