Ignore,Key,Message
Y,メッセージ,
,msg1-1,我があいつの傍に留まったのは<br>あいつの本性を暴くため。
,msg1-2,しかし、その必要も<br>なくなってしまったな……<br>さてこれからどうするか。
,msg2-1,あいつは我が悪戯しても<br>怒らぬし、食べ物もくれる。
,msg2-2,それに、あいつに笑いかけられると、<br>何故か心がポカポカと……
,msg3-1,……！
,msg3-2,離れる理由どころか、<br>離れられない理由ばかりじゃな。
,msg4-1,しかし、<br>それならそれで構わぬか。
,msg4-2,特に目的もないし、<br>もう少しこいつの隣で<br>のぼせていても……
,msg5,我は悪名高きモノノケにして<br>サイキョーの守り神。<br>世界は我のためにある。
,msg6,当然ヌシの隣も我の物、<br>そう我が決めたからな。<br>誰にも譲らん。
,msg7,ケケッ。ヌシもせいぜい<br>我に飽きられぬように<br>気張るんじゃな。
,msg8-1,まあその心配は<br>当分なさそうじゃが……
,msg8-2,何故って？
,msg9,こう見えて<br>我は一途じゃからな？<br>ケケッ……
