Ignore,Key,Message
Y,メッセージ,
,msg1,"Когда я пришла в себя,<br>я была одна на кладбище,v<br>а на моей голове росли<br>две эти штуковины."
,msg2,"Не знаю почему, "
,msg3,"но я почувствовала<br>рядом тепло Лейлы,<br>и тихонько улыбнулась<br>сама себе."
,msg4,"Жителей деревни,<br>осаждавших мой дом,<br>больше не было."
,msg5,"Вокруг остались<br>лишь руины домов,<br>которые когда-то были деревней...<br>и тела, которые еще<br>предстоит предать земле."
,msg6,"Деревня,<br>которую больше никто<br>никогда не посетит...<br>и горстка людей,<br>о которых постепенно<br>все забудут... "
,msg7,Кто проводит их в<br>последний путь?<br>Кто будет присматривать<br>за ними? 
,msg8,Что бы сделал отец?..
,msg9,"Было очевидно,<br>что нужно сделать -"
,msg10,Это работа могильщика. 
,msg11,Моя работа.
,msg12,Это то... 
,msg13,что могу сделать только я.
