Ignore,Key,Message
Y,メッセージ,
,msg1-1,牺牲惨重的一战过后，<br>世界得以获救。
,msg1-2,虽然我害怕死亡，<br>但是有主人陪我一起走。
,msg2-1,我望向身旁，<br>只见主人举起了神杖。
,msg2-2,他微微一笑，对我说：
,msg2-3,“我一定会让你活下去。”
,msg3-1,我的身体开始渐渐复原了？
,msg3-2,怎么会这样……<br>难道主人把自己的生命<br>转移给了我……
,msg3-3,不行！您不能这么做……！
,msg4-1,耗尽生命的主人倒下了。
,msg4-2,我赶忙捡起神杖——
,msg4-3,现在把生命还给他还来得及！
,msg4-4,可是……
,msg5-1,为什么？<br>为什么没有反应？！
,msg5-2,这不是用来拯救苍生、
,msg5-3,守护挚爱的神杖吗？！
,msg5-4,对我来说，<br>主人就是世上最重要的人啊！
,msg6-1,这份力量不就是<br>要用在这种时候吗！
,msg6-2,现在救他还来得及！
,msg6-3,所以求求你，回应我，<br>救救主人……！
,msg6-4,把我的命还给主人吧！！
,msg7,不管我哭喊得多么声嘶力竭，<br>神杖依旧没有回应。
,msg8-1,神杖会把力量赐给<br>爱着世界、爱着众生的人。
,msg8-2,
,msg9-1,而我独爱一人，
,msg9-2,只求拯救一人，
,msg9-3,所以神杖不会再回应我了。
