Ignore,Key,Message
Y,メッセージ,
,msg1-1,The seal is broken.
,msg1-2,What started as one <br>unbeatable demon <br>turned into an infinite <br>horde that poured out <br>of the crater.
,msg1-3,
,msg2-1,"Even though the world <br>was now coming to an end,"
,msg2-2,Master refused to surrender.
,msg3,"If a witch’s power <br>comes from her heart, <br>then his comes from <br>the bonds he has <br>with others."
,msg4-1,The man loved by people <br>all over the world took <br>the staff of hope and <br>released every last <br>ounce of its power.
,msg4-2,
,msg5-1,The light that poured out <br>from the Staff bathes the <br>land like the morning sun.
,msg5-2,This power from God purges <br>the demons and sends them <br>straight back to Hell.
,msg6,"But, it was too much power <br>for a single human to endure."
,msg7-1,Master started to collapse.
,msg7-2,"But, he didn’t even notice <br>his own predicament—"
,msg7-3,only mine. 
,msg8,Because my body had also <br>began losing its strength.
,msg9-1,How can you worry <br>about anyone else <br>at a time like this...?
,msg9-2,"That’s how you are, <br>and that’s why I chose to <br>devote my entire life to you."
,msg10-1,My kind master.
,msg10-2,Please allow me <br>to stay by your side <br>till the very end.
