Ignore,Key,Message
Y,メッセージ,
,msg1,"""Подходите и узрите<br>потрясающее шоу,<br>которое отправит ваши<br>печали прочь в небеса!"""
,msg2,"Под сенью жуткого тумана,<br>нависшего над нами,<br>я начала свое выступление."
,msg3,"...Не волнуйтесь ни о чем,<br>друзья...<br>Смотрите на меня!.."
,msg4,И тут вдруг я услышала<br>тихий звук аплодисментов.
,msg5-1,Это был тот пожилой господин! 
,msg5-2,"Он хлопал в ладоши,<br>и на его лице играла улыбка!"
,msg6,"А затем,<br>один за другим<br>люди начали аплодировать,<br>и на их лицах больше не<br>было ни следа тревоги!"
,msg7,О? Туман рассеялся?..<br>Что это вообще было?
,msg8-1,"А, ладно.<br>Что важнее... "
,msg8-2,"Эй, заводите музыку!<br>Давайте пошумим, друзья! "
,msg8-3,Фестиваль в самом разгаре!
