Ignore,Key,Message
Y,メッセージ,
,msg1-1,Aku segera menuju ke <br>alun-alun kota dan melihat <br>para pemain akrobat keliling <br>mengadakan pertunjukan. 
,msg1-2,Penonton mereka adalah <br>anak-anak dengan senyum <br>cerah di wajah mereka.
,msg2,"Lalu, saat aku hendak <br>bertanya kepada para <br>pemain akrobat <br>itu apakah aku bisa <br>bergabung dengan mereka, <br>sesuatu terjadi."
,msg3,"“Hentikan kebisingan kalian. <br>Ini adalah upacara ritual, <br>pendosa sialan.”"
,msg4-1,"Saat lelaki tua itu <br>keluar dari kerumunan dan <br>mengatakan hal itu, "
,msg4-2,"musik berhenti total, "
,msg4-3,dan senyuman menghilang <br>dari wajah anak-anak itu.
,msg5,"Tunggu, bukankah <br>Vera mengatakan <br>sesuatu tentang ini?"
,msg6-1,"Aku pikir dia berkata, <br>meskipun kini acara ini <br>lebih seperti festival musik, "
,msg6-2,"salah satu orang tua <br>berpikir sebaliknya, <br>dan menyebabkan <br>keributan setiap tahun."
,msg7-1,"Dan, upacara ritual harus <br>diadakan dengan tenang <br>untuk meratapi orang mati, "
,msg7-2,"jadi membuat kebisingan <br>akan menimbulkan <br>kemarahan orang mati, <br>atau semacamnya..."
,msg8,“Sungguh konyol betapa <br>vulgarnya akrobat itu. <br>Singkirkan kotoran <br>itu dari kotaku!”
,msg9-1,"Setelah mengatakan hal itu, <br>lelaki tua itu <br>mengayunkan tongkatnya, "
,msg9-2,menyebabkan semua orang di <br>sekitarnya menyingkir dan pergi.
