Ignore,Key,Message
Y,メッセージ,
,msg1-1,"Quando o lugar se encheu<br>de vozes animadas, "
,msg1-2,uma névoa começou<br>a envolver os<br>arredores de repente.
,msg2,Será que não era<br>uma névoa normal?<br>Eu tive uma sensação<br>muito ruim.
,msg3,"""É a maldição.<br>Então era verdade!"""
,msg4-1,"As palavras de<br>alguém atiçaram ainda<br>mais o pavor geral, "
,msg4-2,enquanto a névoa foi se<br>tornando mais densa<br>como que em resposta.
,msg5,Os sorrisos foram<br>sumindo um a um.
,msg6,"Numa hora dessas,<br>o que será que o pessoal<br>do meu circo faria?"
,msg7-1,"Sem dúvida eles diriam assim, "
,msg7-2,"""Vamos fazer todo mundo<br>sorrir com um espetáculo tão<br>divertido que faz a gente<br>esquecer até os nossos medos""."
,msg8-1,Eu não podia deixar uma<br>lembrança divertida terminar<br>tão assustadora. 
,msg8-2,"Não, mesmo!"
,msg9,"""Respeitável público,<br>olhem pra mim!"""
