Ignore,Key,Message
Y,メッセージ,
,msg1-1,"Nun tanze ich <br>an seiner Seite, "
,msg1-2,um die Welt zu retten.
,msg2-1,"Ich begriff nämlich, "
,msg2-2,dass auf dem Festland <br>viele Leute meine <br>Tänze brauchen.
,msg3-1,"Das soll nicht heißen, "
,msg3-2,dass ich meinen <br>Traum aufgebe.
,msg4-1,"Sobald es wieder ruhig <br>zu und her geht, "
,msg4-2,werde ich im fernen <br>Westen die Heimat <br>meines Vaters besuchen.
,msg5,Zuerst aber muss ich das <br>Katzenmädchen finden.
,msg6,"Es gibt noch so viel, <br>dass ich ihr beibringen muss."
