Ignore,Key,Message
Y,メッセージ,
,msg1,Hừm... Lạ nhỉ...<br>Nhà mình cũng không phải ở đây...
,msg2,Mình sẽ tìm thử ở đằng đó.<br>Chắc chắn nhà mình ở đó...
,msg3,"...Nhưng mà,<br>“nhà” là gì nhỉ?"
,msg4-1,Mmm...<br>Đó là một nơi ấm áp...<br>sáng sủa...<br>và ấm cúng... 
,msg4-2,Hẳn đó chính là nhà.
,msg5-1,Mình đói quá... lạnh nữa. 
,msg5-2,Nhưng sẽ ổn thôi. 
,msg5-3,"Chỉ cần mình tìm được nhà,<br>mình sẽ hạnh phúc."
,msg6-1,Ba mẹ sẽ không để<br>những đứa trẻ hư về nhà. 
,msg6-2,"Cả những đứa trẻ nói dối,<br>hay trộm đồ."
,msg7-1,"Mình không sao,<br>mình vẫn có thể đi bộ. "
,msg7-2,Mình sẽ thử tìm ở thị trấn đó...
