Ignore,Key,Message
Y,メッセージ,
,msg1,I want to cover <br>the world in flowers.
,msg2,"If pretty flowers bloom <br>everywhere, then everyone <br>will get along, right?"
,msg3,"Witch or not, everyone will  <br>all get to be happy, right?"
,msg4,That’s why...I’m going to <br>fill the world with flowers.
,msg5,"In my dream, someone calls <br>out to me."
,msg6,"“Natasha, it’s time to get up.”"
,msg7,"Dad, is that you?"
,msg8,"“Natasha, it’s time to get up.”<br>Dad, is that you?"
,msg9,"“As always, you’re <br>such a sleepy head.”"
,msg10,"Are you there too, Mom?"
,msg11,"“We need to go, Natasha.”"
,msg12,"“You need to wake up <br>on your own now, okay?”"
,msg13,Don’t go. <br>I can’t do anything <br>without you two.
,msg14,“It’ll be okay.”
,msg15,"“You’re not alone <br>anymore, Natasha.”"
,msg16,The two of them begin to <br>slowly disappear.
,msg17,Wait! Don’t leave me <br>all alone here!
,msg18,I opened my eyes abruptly <br>to see someone extending <br>his hand out to me.
,msg19,“My...lord...?”
,msg20,
