Ignore,Key,Message
Y,メッセージ,
,msg1,"Frau Rosalie, ich bin froh, Sie heil wiederzusehen."
,msg2,"Ja. Vielen Dank für die großartige Rettung.<br>Unfassbar, dass sich die Kirche von Longinus bis hierher wagen würde ..."
,msg3,"Und das ich war ganz überrascht, dass der Flucht urplötzlich verschwunden ist ... <br>Ach, ich verstehe ... Der Stab muss seinen neuen Nachfolger gefunden haben."
,msg4,Sie wissen von dem Stab?
,msg5,Ein wenig nur. Aber das ist sehr lange her ...
,msg6,... ! Diese üble Luft! Die Monster müssen im Anmarsch sein!<br>Ob sie sich von der Macht des Stabs angezogen fühlen ...?
,msg7,"Keine Angst. Stelle dich dem Feind mit ruhigem Herzen, <br>und kein verfluchtes Biest wird dich je unterdrücken können."
,name1,Iris
,name2,Illya
,name3,Rosalie
