Ignore,Key,Message
Y,メッセージ,
,msg1,"Me alivia verte a salvo, Rosalie."
,msg2,"Sí, todos se tomaron la molestia de salvarme.<br>Pensar que la Iglesia de Longino vendría hasta aquí..."
,msg3,"Es más, me sorprendí <br>cuando la maldición desapareció repentinamente... <br>Ah, entiendo. Así que el bastón encontró a su nuevo sucesor."
,msg4,¿Conoces a este bastón?
,msg5,"Solo un poco, pero eso fue hace mucho tiempo..."
,msg6,¡...! ¿Monstruos?! El aire apesta a su sed de sangre...<br>y se está volviendo más fuerte.<br>¿Podrían ser que el poder del bastón los atrae...?
,msg7,"No hay nada que temer. Con calma, al enfrentar al enemigo,<br>ninguna criatura maldita vencerá."
,name1,Iris
,name2,Illya
,name3,Rosalie
