Ignore,Key,Message
Y,メッセージ,
,msg1,"Aku lega melihatmu selamat, Nona Rosalie."
,msg2,Ya. kalian semua bersusah payah untuk menyelamatkanku.<br>dan berpikir seseorang dari Gereja Longinus akan datang ke sini...
,msg3,"Terlebih lagi, aku terkejut<br>ketika tiba-tiba kutukan menghilang... <br>Ah, aku tau. tongkat sudah menemukan penerus barunya."
,msg4,Apa kau tau tentang tongkat ini?
,msg5,"Sedikit, tapi itu sudah lama..."
,msg6,...! Monster?! Udara tercemar nafsu membunuh mereka... <br>dan semakin kuat setiap detiknya!<br>Apa mereka tertarik dengan kekuatan tongkat...?
,msg7,"Jangan takut. jika kau tenangkan dirimu lalu hadapi musuh, <br>tidak ada makhluk terkutuk yang bisa mengalahkanmu."
,name1,Iris
,name2,Illya
,name3,Rosalie
