Ignore,Key,Message
Y,メッセージ,
,msg1,"I am relieved to see you safe, Miss Rosalie."
,msg2,Yes. You all went through quite the trouble to save me.<br>To think that the Church of Longinus would come all the way out here...
,msg3,"What’s more, I found myself taken aback <br>when the Curse just suddenly vanished... <br>Ah, I see. So the Staff has found its new Successor."
,msg4,You know about this staff?
,msg5,"Just a little, but that was a very long time ago..."
,msg6,...! Monsters?! The air reeks of their bloodlust...<br>and it’s getting stronger by the second!<br>Could they be drawn to the Staff’s power...?
,msg7,"Fear not. If you calm yourselves and face the enemy,<br>no cursed creature will ever overpower you."
,name1,Iris
,name2,Illya
,name3,Rosalie
