Ignore,Key,Message
Y,メッセージ,
,msg1,"Senhora Rosalie, fico feliz que esteja sã e salva."
,msg2,Deveras. Cuido que dei bastante trabalho a vocês. <br>Não imaginei que a Igreja da Lança Sagrada viria até aqui...
,msg3,Eu tinha achado mesmo estranho a maldição ter desaparecido num repente...<br>Pois agora vejo que é porque você é a herdeira do cajado.
,msg4,Você conhece este cajado?
,msg5,Sei um pouco sobre ele. Mas é uma história bem antiga...
,msg6,...!　Esta atmosfera! Parece que os monstros estão vindo pra cá! <br>Será que estão reagindo ao poder do cajado...?
,msg7,"Não se afobem. Ora, basta agirmos com calma que jamais<br>seremos derrotadas por umas reles bestas da maldição. "
,name1,Iris
,name2,Illya
,name3,Rosalie
