Ignore,Key,Message
Y,メッセージ,
,msg1,"Thật nhẹ nhõm khi thấy cô an toàn, cô Rosalie."
,msg2,Cảm ơn em. Mọi người đã trải qua nhiều khó khăn để cứu ta.<br>Không ngờ Giáo hội Longinus lại kéo đến tận đây...
,msg3,"Điều làm ta ngạc nhiên hơn là <br>Lời Nguyền đột nhiên biến mất... <br>À, ta hiểu rồi. Vậy ra Quyền Trượng đã tìm được Người Kế Thừa mới."
,msg4,Cô biết về cây quyền trượng đó sao?
,msg5,"Chỉ một chút thôi, đó là chuyện từ rất lâu về trước..."
,msg6,...! Lũ quái vật?! Không khí sặc mùi khát máu của chúng...<br>và đang ngày càng nồng nặc hơn!<br>Lẽ nào chúng bị thu hút bởi sức mạnh của Quyền Trượng...?
,msg7,"Đừng sợ. Nếu em bình tĩnh và đối mặt với kẻ thù,<br>không sinh vật bị nguyền rủa nào có thể khiến em khuất phục."
,name1,Iris
,name2,Ilya
,name3,Rosalie
