Ignore,Key,Message
Y,メッセージ,
,msg1-1,"À, đúng rồi. "
,msg1-2,Tôi—mọi người đều ngưỡng<br>mộ người sáng lập không phải<br>vì khoảnh khắc cô ấy qua đời.
,msg2,Mà bởi vì cách sống của cô ấy—<br>chống lại cái chết và chiến<br>đấu đến hơi thở cuối cùng.
,msg3-1,"Khi một người chết đi,<br>họ vẫn sống trong trái tim của ai đó... "
,msg3-2,Đó là điều tôi đang<br>hướng đến—lối sống đó!
,msg4-1,"Khi tất cả nỗ lực trở nên vô<br>nghĩa và tương lai bị hủy hoại,<br>tôi đã gục ngã... "
,msg4-2,Trước căn bệnh này và trước<br>chính bản thân mình.
,msg5,"Nếu tôi buông xuôi,<br>việc vượt qua người sáng lập<br>sẽ chỉ là một giấc mơ hão huyền."
,msg6-1,"Vì vậy, tôi sẽ chiến đấu. "
,msg6-2,Không phải chết trong ánh hào<br>quang mà là chinh phục mọi<br>người bằng cách sống của mình. 
,msg6-3,Song kiếm này và tôi sẽ cùng chiến<br>đấu cho đến hơi thở cuối cùng.
,msg7-1,Chiến đấu vì vận mệnh<br>thế giới sẽ là minh chứng<br>hoàn hảo cho sự hi sinh của tôi. 
,msg7-2,Không—phải là để chứng<br>minh rằng tôi đã sống!
,msg8,Tôi sẽ rời khỏi thế<br>giới này sớm hơn họ...<br>Đó là điều không<br>thể tránh khỏi...
,msg9-1,"Chính vì thế,<br>cho đến lúc đó... "
,msg9-2,Đến lúc cuộc<br>đời tôi kết thúc...!
