Ignore,Key,Message
Y,メッセージ,
,msg1-1,"Время идет,<br>и моя жизнь угасает... "
,msg1-2,Мое тело медленно движется<br>к неминуемой смерти.
,msg2,Совсем скоро я... 
,msg3-1,Я готова умереть на поле боя. 
,msg3-2,Но чтобы моя жизнь<br>закончилась вот так!..
,msg4,"Эй, что же мне делать?"
,msg5-1,"Я обратилась к своим<br>парным мечам и сказала им,<br>что моя семья уже решила, "
,msg5-2,кто займет мое место<br>после моей смерти.
,msg6-1,Все знают мой характер. 
,msg6-2,"Должно быть,<br>они не забрали вас у меня,<br>чтобы хотя бы выразить<br>сострадание умирающей."
,msg7-1,"Если бы у меня был выбор,<br>я бы хотела умереть<br>на поле боя... "
,msg7-2,Но только не на кровати... 
,msg8-1,К черту все. 
,msg8-2,Я не могу просто<br>бездействовать каждый<br>день в ожидании смерти... 
,msg8-3,Я непременно превзойду<br>родоначальницу...<br>и ее легенду... 
,msg9-1,"Нет, я еще могу сделать это. "
,msg9-2,"У меня ведь еще осталась<br>моя смерть, верно? "
,msg9-3,"Если я не могу затмить<br>ее своей жизнью,<br>я сделаю это хотя<br>бы своей смертью!.."
,msg10-1,Мне нужно идти. 
,msg10-2,Поле брани...<br>ждет меня.
