Ignore,Key,Message
Y,メッセージ,
,msg1,ไม่นานหลังจากนั้น<br>ข้าก็เดินทางจากสนา<br>มรบหนึ่งไปอีกสนามรบหนึ่ง
,msg2,ในทีแรก<br>ข้าก็คิดว่าตนเองคง<br>หมดแรงไม่ช้าก็เร็ว<br>แต่ไม่รู้ทำไมข้าจึงรู้สึกตัวเบาหวิว
,msg3-1,ความเจ็บปวดบนร่า<br>งกายหายไปเมื่อได้ต่อสู้ 
,msg3-2,รู้สึกเหมือนกับได้กลับ<br>ไปตอนที่ร่างกายยังแข็งแรงดี
,msg4,แต่ทันทีที่หยุดต่อสู้<br>โรคร้ายก็หวนกลับมา<br>คอยทรมานข้าอยู่เรื่อยไป
,msg5-1,ข้าสาปแช่งเหล่าเทพเจ้าที่ยัดเยียดชะ<br>ตากรรมนี้ให้ข้าหลายต่อหลายครั้ง 
,msg5-2,แต่ข้าจะรู้สึกซาบซึ้งหากปล่อย<br>ให้ข้าได้เลือกวิธีตายของตัวเอง
,msg6,ข้าโชคดีแค่ไหนที่จะ<br>ได้เสียชีวิตในสนามรบ!
,msg7-1,ตอนนี้ ข้าทำได้แน่ 
,msg7-2,ข้าจะตายในแบบที่ยิ่งใหญ่กว่าช่วง<br>เวลาสุดท้ายของผู้ก่อตั้ง<br>ข้าจะแซงหน้าตำนานของนาง!
,msg8-1,ทุกคนจะจับตามองข้า... 
,msg8-2,เพราะได้ประจักษ์มรณา<br>ที่งดงามยิ่งกว่าสิ่งใด!
